statefips,year,ajd_total,jdd_total,ajd_female,ajd_male,jdd_female,jdd_male,pop_total,pop_female,pop_male
23,2003,-708,27957,-1623.544919013977,792.5446891784668,12511.29439544678,13864.70509338379,1295960,664226,631734
24,2003,-7412,130262,-6186.547343254089,-1637.452996253967,59987.77769470215,64349.22660064697,5440389,2815197,2625192
25,2003,22223,197857,7607.688095092773,10163.31140136719,89846.44026184082,94635.56381225586,6417206,3319436,3097770
26,2003,-14007,250243,-16295.3014447391,-6496.700566589832,105814.9773669243,123238.0259070396,10015710,5100171,4915539
27,2003,-406,129770,-3996.692967057228,1131.69254014641,54681.47746777534,60872.52020549774,5018935,2531205,2487730
28,2003,-3178,53250,-1976.855635344982,-855.1443313062191,21270.03187215328,23846.96869254112,2858681,1475412,1383269
29,2003,-7984,142807,-8525.847311124206,-2018.152681604028,62315.03789049387,67852.96194589138,5674825,2910476,2764349
30,2003,-1162,18080,-1369.198331043124,135.1985409557819,7203.282632946968,8388.717591285706,911667,456712,454955
31,2003,-10266,35413,-8298.855672180653,-2760.145164012909,15476.71381488442,15844.28658270836,1728292,874803,853489
32,2003,-10541,62419,-4737.203644752502,-4448.796368122101,27668.04180699587,31363.95883083344,2173791,1069764,1104027
33,2003,-1667,29905,-1182.694820404053,-211.3051815032959,14235.90147399902,14633.09837341309,1269089,643680,625409
34,2003,-3903,215880,-8498.285248756409,1756.285167694092,92235.82592773438,108574.1763305664,8552643,4398801,4153842
35,2003,-4503,35509,-1793.25651755929,-1138.743695139885,15984.88184285164,17202.1180357933,1855309,941856,913453
36,2003,21706,512729,7448.115773200989,16144.88651523739,240206.3109583855,248741.6822795868,19137800,9902927,9234873
37,2003,-1137,208155,-9067.996333763003,4004.996445775032,91006.25689965487,104338.7435455322,8326201,4250179,4076022
38,2003,-2590,13531,-2393.193836927414,-666.8061594814062,5366.383887022734,5271.61628818512,638168,319017,319151
39,2003,6674,276100,-1451.826019436121,12628.82626974583,123490.6075978279,135682.388835907,11407889,5859385,5548504
40,2003,2804,81207,401.8840138614178,4769.116654664278,36276.79200291634,39471.20797014236,3489080,1769080,1720000
41,2003,2423,84202,-1794.622706413269,3171.622690498829,35978.70447039604,44244.29570913315,3513424,1771126,1742298
42,2003,11631,310343,-1692.377650022507,14253.37641716003,139537.5619982481,153278.4342517853,12331031,6363832,5967199
44,2003,-7716,19754,-3590.47624206543,-2449.523231506348,8972.230346679688,10428.76860046387,1065995,553090,512905
45,2003,3840,92230,-1741.913420796394,2604.913673877716,37935.95166301727,47995.04973173141,4107795,2111069,1996726
46,2003,2904,19410,567.2064254581928,1105.793543040752,7135.940583586693,7039.059638977051,760020,382328,377692
47,2003,7164,144557,-821.2537702322006,4216.253566920757,61818.21022927761,69982.79064047337,5795918,2971873,2824045
48,2003,-29341,599666,-23569.61225712299,-7951.388111442327,268189.6099678278,292996.4231535792,21690325,10914653,10775672
49,2003,-8633,56701,-5422.582818388939,-2885.416903018951,24833.22200345993,29564.77977180481,2324815,1158853,1165962
50,2003,-542,13522,-1040.45571398735,-159.5443515777588,5901.718354701996,6592.281975030899,615442,312959,302483
51,2003,-3237,190619,-6302.658995542675,-1110.341066718102,83800.88678336143,86837.11643743515,7286873,3713695,3573178
53,2003,1499,141337,-4048.263936519623,3881.265592813492,64582.18047130108,70221.81830739975,6052349,3036742,3015607
54,2003,-1330,27059,-439.5893976390362,-548.4105925559998,10917.78628146648,12470.21380710602,1805414,923841,881573
55,2003,-17619,113236,-11731.19364127517,-4052.805463790894,50107.76806163788,55641.2322845459,5445162,2751697,2693465
56,2003,-1161,12244,-830.0377867221832,-8.962148070335388,4712.393837809563,6315.606111049652,500017,247785,252232
72,2003,0,0,0,0,0,0,0,0,0
99,2003,0,0,0,0,0,0,0,0,0
,2003,0,0,0,0,0,0,0,0,0
0,2004,0,0,0,0,0,0,0,0,0
1,2004,-4794,71732,-3487.812835633755,-3698.187130987644,30932.10552179813,34283.89386367798,4503491,2324069,2179422
2,2004,-3721,9999,-1404.913316369057,-2215.086820602417,4242.490368366241,4199.509634494781,648414,313034,335380
4,2004,-8575,130874,-7405.536522388458,1843.535266399384,54844.07337713242,71862.91940546036,5510364,2764077,2746287
5,2004,-5874,40200,-1151.02117139101,-2940.979038000107,18081.08622050285,17869.91308641434,2724816,1391523,1333293
6,2004,-80326,684081,-41023.45080053806,-35312.55009639263,293625.4085595012,360595.5739095211,35253159,17709509,17543650
7,2004,0,0,0,0,0,0,0,0,0
8,2004,-6383,114710,-3671.922321796417,-3958.077281236649,49187.40234982967,56706.59774899483,4528732,2253214,2275518
9,2004,1901,68349,602.3512725830078,1913.648338317871,31356.34869384766,34418.64932250977,3484336,1793468,1690868
10,2004,959,17797,157.6415348052979,-64.64154243469238,8283.424926757813,7797.574462890625,818003,420802,397201
11,2004,-204,17106,763.870361328125,-732.870361328125,9021.1357421875,7817.865234375,568502,300607,267895
12,2004,-16673,430640,-9697.115182638168,-5397.881412863731,191395.7777824402,220613.2245426178,17004085,8697573,8306512
13,2004,-17370,175893,-7852.466351645067,-10440.533861259,75658.62760967016,82061.36938166618,8622793,4394952,4227841
15,2004,-1626,19597,-738.9475593566895,-422.052490234375,8982.938293457031,9980.061553955078,1251154,623753,627401
16,2004,-5196,21358,-2150.078053176403,-2025.922300696373,9283.948117733002,10034.05249321461,1363380,679877,683503
17,2004,-2996,239985,-2544.505021184683,-3172.494364842772,105415.4251716137,117597.5724313259,12556006,6402859,6153147
18,2004,-2995,113488,-433.890884667635,-3817.108822822571,49729.45241546631,54294.54751586914,6196638,3152366,3044272
19,2004,-7178,46352,-3157.908966172487,-3583.090776767582,18933.90835633874,20422.09242773056,2941999,1493907,1448092
20,2004,-10068,49846,-3269.631616547704,-5392.368369221687,20674.90339624882,23316.09636497498,2723004,1377415,1345589
21,2004,-4953,62563,-866.8636082708836,-1762.136418707669,24672.8582329154,29126.14088702202,4117170,2102308,2014862
22,2004,-8653,72210,-3270.021073788404,-6300.978627383709,31576.29865145683,34104.70016860962,4521042,2327153,2193889
23,2004,-2906,20575,-870.7318563461304,-1585.268310546875,9958.420791625977,9845.578971862793,1306513,668680,637833
24,2004,-16211,87050,-6825.958274841309,-9741.04158565402,40037.02885437012,42260.97061157227,5496269,2843847,2652422
25,2004,11209,144742,6590.063180923462,5284.937477111816,67019.64302825928,71168.35849761963,6422565,3320817,3101748
26,2004,-25383,173618,-11628.07315975428,-9849.927157998085,78075.17213177681,88282.83067154884,10041152,5110521,4930631
27,2004,-21318,103755,-10627.61277960613,-8419.386899400502,45017.36123538017,48551.63703608513,5053572,2546999,2506573
28,2004,-4417,44617,-4721.463781714439,-3279.535934895277,17689.39376068115,20118.60582900047,2868312,1479611,1388701
29,2004,-4432,98263,-1997.533808916807,-2085.467005833983,43124.51653909683,46956.48308622837,5709403,2926556,2782847
30,2004,-3987,12825,-1134.862113647163,-2196.137797355652,5545.181923002005,5544.818495988846,919630,460116,459514
31,2004,-5898,30612,-3138.407812803984,-2882.592121720314,12437.46904194355,13767.53105413914,1738643,879362,859281
32,2004,-17110,43020,-8052.129779815674,-8096.870286941528,18516.15679168701,21452.84233665466,2248850,1108135,1140715
33,2004,-3898,22015,-1105.431777685881,-1435.56819152832,9983.895614624023,10992.10455322266,1279840,648513,631327
34,2004,2910,182760,-1427.965740203857,-3637.034676551819,78444.12159729004,89468.87976074219,8601402,4421964,4179438
35,2004,-7215,29082,-4362.324292063713,-3002.6754514575,12666.31801629066,14554.68201470375,1877574,952303,925271
36,2004,-31153,316870,-15950.23781323433,-17369.76198622584,140198.6397252083,156311.3495826721,19175939,9917810,9258129
37,2004,-27437,158004,-11804.6913972795,-12147.30784970522,72617.18208622932,77066.82027053833,8422501,4313901,4108600
38,2004,-471,9448,-615.2818656563759,-815.7180950045586,3428.49563908577,3458.504540205002,638817,318896,319921
39,2004,-12959,197419,-9896.527347326279,-5783.472356557846,87263.67314052582,95748.32312774658,11434788,5868535,5566253
40,2004,-1081,56556,-712.9137704074383,128.9135048985481,24726.93137431145,26516.06795477867,3504892,1777723,1727169
41,2004,3979,67609,2111.186851903796,855.8125784397125,30476.48862552643,33102.51312541962,3547376,1788805,1758571
42,2004,-7423,216356,667.0175452232361,-5219.016915678978,96665.58048844337,104440.4203608036,12374658,6377894,5996764
44,2004,-3497,15637,-1679.771331787109,-1879.228832244873,6847.014953613281,8128.985061645508,1071342,555590,515752
45,2004,-11923,80507,-6792.582353949547,-6612.418208360672,34474.79733371735,39356.20278644562,4150297,2133967,2016330
46,2004,1140,14151,636.8997046649456,-402.8996639847755,5860.186253011227,5164.813455939293,763729,383633,380096
47,2004,-16322,113722,-8040.953764226288,-5607.045979835093,47407.69734430313,56439.30453014374,5847812,3000983,2846829
48,2004,-7621,493426,-4598.908671289682,2411.906993553042,211393.2027198076,248030.7899875641,22030931,11095953,10934978
49,2004,-4511,57165,-4197.635735869408,-3835.364129066467,23022.80108082294,27612.19810438156,2360137,1175867,1184270
50,2004,139,10931,353.5644977390766,318.4355552196503,4812.25700378418,5752.742820739746,617858,314206,303652
51,2004,-6431,141949,-4084.691876934608,-5034.3083271496,61738.73293042183,64670.26963090897,7366977,3757780,3609197
53,2004,-7036,107959,-3429.697523005307,-6461.303006380796,48021.15495955944,51223.84600925446,6104115,3065739,3038376
54,2004,-2783,23247,-1010.235036462545,-2057.764978170395,9450.7878677845,10245.21208953857,1812295,925835,886460
55,2004,-21355,85676,-8107.843705505133,-11278.15675936639,38260.71784257889,42578.28209018707,5479203,2766901,2712302
56,2004,-1211,8689,-525.694481998682,-1209.305573225021,3596.859807610512,3835.140130519867,503453,249128,254325
72,2004,0,0,0,0,0,0,0,0,0
99,2004,0,0,0,0,0,0,0,0,0
,2004,0,0,0,0,0,0,0,0,0
0,2005,0,0,0,0,0,0,0,0,0
1,2005,-7282,73668,-5243.787517040968,-3856.211629360914,32375.6073679924,36499.3927025795,4530729,2337857,2192872
2,2005,1578,11179,1061.23814702034,235.7619347572327,5411.432785660028,4541.567148923874,659286,317807,341479
4,2005,-12950,117374,-4180.926962375641,-4063.073644265532,52114.35590457916,60345.64408779144,5652404,2835606,2816798
5,2005,-1832,45108,-2798.662168741226,-2870.33798339963,16694.73881673813,17867.26141047478,2749686,1403048,1346638
6,2005,13110,739046,-4767.236223459244,17627.23986792564,315096.394092083,391999.6229724884,35574576,17871415,17703161
7,2005,0,0,0,0,0,0,0,0,0
8,2005,-10673,104182,-4435.457371130586,-4266.54326286912,45158.20835369825,53952.79330539703,4575013,2274511,2300502
9,2005,-1251,65732,-1827.925762176514,-1182.074655532837,29333.20178222656,31794.79400634766,3496094,1798078,1698016
10,2005,-3025,20059,-1144.466979980469,-1446.533050537109,9741.445922851563,9280.553833007813,830803,427320,403483
11,2005,-4322,15046,-1969.899291992188,-2046.100830078125,7306.0400390625,7204.958984375,567754,300284,267470
12,2005,-42080,396099,-23169.4397444129,-19234.55872559547,172516.6468718052,203841.352268219,17415318,8902447,8512871
13,2005,-14343,178313,-8895.029658488929,-5641.970683932304,75790.8464667201,87453.15279650688,8769252,4463524,4305728
15,2005,-4400,15457,-2307.692138671875,-1701.307723999023,6860.569549560547,8119.431182861328,1273569,636864,636705
16,2005,-15324,23364,-7861.534097790718,-6304.466060101986,9304.868071973324,11232.13270998001,1391802,693186,698616
17,2005,12154,236777,929.2047295435332,4930.795549958944,99677.36772850156,114838.6347273588,12589773,6414209,6175564
18,2005,-1720,110971,-1753.310846820474,1390.310722028837,49302.32551956177,53581.67470097542,6233007,3168952,3064055
19,2005,3093,48715,1528.993660405278,690.0062948390841,21352.79671096802,21005.20303106308,2953635,1498888,1454747
20,2005,-6636,44523,-3723.743733003736,-3320.256563663483,17869.49514304101,19143.50538802147,2734373,1382396,1351977
21,2005,-502,68370,-593.6871752738953,-2438.313094198704,27349.48422783613,29587.51585793495,4146101,2112051,2034050
22,2005,-2062,67264,-1241.174898326397,-1213.825068503618,31335.54663264751,31880.45322024822,4552238,2338753,2213485
23,2005,455,19426,272.0510625839233,439.9490170478821,8937.282165527344,9595.718040466309,1313688,671862,641826
24,2005,-8021,96732,-5019.066425263882,-5106.933693051338,43554.54049682617,47796.45923614502,5546935,2870043,2676892
25,2005,7254,134897,1089.833360671997,5981.167393922806,63993.60721588135,65290.39042663574,6412281,3314634,3097647
26,2005,9527,198640,-1087.060687229037,4865.059934139252,87920.74775075912,98611.25475597382,10055315,5117929,4937386
27,2005,9887,105622,4151.657954454422,4496.342434793711,46032.72868156433,50475.27064323425,5087713,2564037,2523676
28,2005,-3686,41024,-1962.418784528971,-3094.581637918949,16972.08013677597,17486.91982030869,2889010,1490115,1398895
29,2005,-3556,116646,-4307.746282892302,43.74719056487083,49933.88790664077,57273.11101740599,5747741,2942685,2805056
30,2005,-132,15909,-295.2315688468516,15.23136359453201,6129.106185883284,7328.894048452377,930009,465000,465009
31,2005,-7590,24917,-2427.638710521162,-3423.361862778664,10890.88306415081,10891.11683988571,1749370,883984,865386
32,2005,-13095,53672,-4169.216995239258,-5874.782820224762,24091.04877758026,26951.9492020607,2346222,1156586,1189636
33,2005,-386,21308,-107.7232837677002,287.7231903076172,9589.50830078125,10755.49168395996,1290121,653845,636276
34,2005,30098,209367,16178.69942092896,22547.29915618896,90504.00395202637,108121.9919433594,8634561,4436964,4197597
35,2005,364,31192,-171.6179330348969,-1695.38213789463,13415.66150093079,14707.3380689621,1903808,964738,939070
36,2005,2752,347669,-2455.986714839935,1327.987091302872,153225.0675582886,172270.9487133026,19171567,9913527,9258040
37,2005,-2952,162903,-6308.772118091583,-768.2274260520935,70183.7846685648,80364.21632289886,8553152,4376070,4177082
38,2005,-791,9438,-4.140196904540062,-589.8597760796547,3841.397286593914,3794.602656602859,644705,321008,323697
39,2005,28306,227923,3437.335369437933,11046.66527602077,94679.71966946125,108471.2826519012,11452251,5874411,5577840
40,2005,-1462,57583,-1454.140159845352,249.1401248574257,24836.18307480216,26250.8185133934,3525233,1784671,1740562
41,2005,1189,67136,-937.7108249664307,2313.711461782455,29692.7597284317,35098.23882484436,3569463,1800377,1769086
42,2005,10463,215246,6696.221099734306,567.7791167795658,97992.78965187073,102657.2130317688,12410722,6390749,6019973
44,2005,-3114,16161,-1838.467758178711,-995.5322036743164,7135.312637329102,8272.687149047852,1074579,556375,518204
45,2005,-7114,70820,-1292.714078173041,-2411.285885930061,31026.34027040005,36112.65913772583,4210921,2162305,2048616
46,2005,2505,16058,1594.121791362762,864.8780799508095,7386.32177400589,6458.678540229797,770396,386677,383719
47,2005,-7878,105516,-3630.343292474747,-3235.65648246184,44805.9695443809,50838.03073453903,5910809,3027931,2882878
48,2005,-38532,465103,-23436.19061826449,-24317.80658482015,199083.7550464869,227105.2351227999,22394023,11278402,11115621
49,2005,3101,67478,2402.796575129032,3741.203748345375,30220.17375504971,35412.82656383514,2401580,1196749,1204831
50,2005,253,9350,-339.8731451034546,-82.12684166431427,3546.342925071716,4461.657088279724,619920,315080,304840
51,2005,-29736,126041,-11713.71232693642,-12656.28779043257,55992.96271371841,59643.03700828552,7475575,3814310,3661265
53,2005,-9873,96736,-3219.439173795283,-3640.560615420341,44385.73531961441,49114.2665438652,6178645,3107815,3070830
54,2005,-1219,23955,-1346.790127873421,-842.209840208292,7301.685240656137,9257.314653158188,1816438,927027,889411
55,2005,-3765,90428,-2383.587752193213,-1110.412352179643,39090.30856323242,43708.69082450867,5514026,2782678,2731348
56,2005,-178,9109,-59.88750350475311,-293.1124322414398,3700.143971443176,4509.85594367981,509106,251506,257600
72,2005,0,0,0,0,0,0,0,0,0
99,2005,0,0,0,0,0,0,0,0,0
,2005,0,0,0,0,0,0,0,0,0
0,2006,0,0,0,0,0,0,0,0,0
1,2006,-9176,72873,-5687.303464204073,-1640.696893438697,31051.39557886124,38007.6033744812,4565917,2354514,2211403
2,2006,-3399,7312,-1412.190630614758,-1320.809422641993,3068.391691565514,3499.608305692673,666946,320920,346026
4,2006,-59477,100651,-26544.69471740723,-30389.30166172981,44575.68077087402,52080.31425476074,5839077,2930811,2908266
5,2006,-8067,38127,-3923.200619757175,-4391.799032896757,15318.81816148758,17721.18154668808,2781097,1418295,1362802
